,Date mutation,Nature mutation,Valeur fonciere,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain,Adresse,latitude,longitude,result_score
81,14/01/2022,Vente,186500.0,0,Maison,92.0,5.0,377.0,4 RUE MARCEL GROSBOIS SARRIGNE 49800 France,47.503667,-0.376455,0.8
82,31/01/2022,Vente,215000.0,0,Maison,112.0,5.0,701.0,5 CHE DE PASSE TEMPS BRIOLLAY 49125 France,47.57814,-0.49307,0.71
83,11/01/2022,Vente,575000.0,0,Maison,170.0,6.0,420.0,14 RUE DAVID D ANGERS LES PONTS DE CE 49130 France,47.431789,-0.528611,0.84
84,05/01/2022,Vente,271000.0,0,Maison,99.0,5.0,297.0,187 RUE DU DOC GUICHARD ANGERS 49000 France,47.449829,-0.549725,0.73
85,24/01/2022,Vente,380000.0,0,Local industriel. commercial ou assimilé,12.0,0.0,546.0,23 RTE DE GAGNEBERT LES GARENNES SUR LOIRE 49610 France,47.401642,-0.482481,0.79
86,24/01/2022,Vente,380000.0,0,Maison,205.0,4.0,800.0,23 RTE DE GAGNEBERT LES GARENNES SUR LOIRE 49610 France,47.401642,-0.482481,0.79
87,24/01/2022,Vente,380000.0,0,Local industriel. commercial ou assimilé,12.0,0.0,800.0,23 RTE DE GAGNEBERT LES GARENNES SUR LOIRE 49610 France,47.401642,-0.482481,0.79
88,24/01/2022,Vente,380000.0,0,Maison,205.0,4.0,546.0,23 RTE DE GAGNEBERT LES GARENNES SUR LOIRE 49610 France,47.401642,-0.482481,0.79
89,27/01/2022,Vente,299400.0,0,Maison,97.0,4.0,472.0,18 RUE DES POIS DE SENTEUR LOIRE-AUTHION 49800 France,47.46251,-0.389668,0.84
90,13/01/2022,Vente,275000.0,0,Maison,95.0,5.0,532.0,14 RUE LOUIS ARMSTRONG TRELAZE 49800 France,47.45549,-0.509034,0.81
91,28/01/2022,Vente,515000.0,0,Maison,171.0,7.0,1023.0,5 RUE DES MEUNIERS PLESSIS-GRAMMOIRE (LE) 49124 France,47.495459,-0.434431,0.83
92,28/01/2022,Vente,515000.0,0,Maison,171.0,7.0,500.0,5 RUE DES MEUNIERS PLESSIS-GRAMMOIRE (LE) 49124 France,47.495459,-0.434431,0.83
93,06/01/2022,Vente,360000.0,0,Maison,120.0,5.0,223.0,19 RUE RENE RABAULT ANGERS 49100 France,47.481847,-0.533948,0.81
94,14/01/2022,Vente,374000.0,0,Maison,146.0,5.0,168.0,38 RUE HAUTE DE BEAUMANOIR TRELAZE 49800 France,47.45299,-0.515291,0.82
95,31/01/2022,Vente,210000.0,0,Maison,109.0,4.0,408.0,36 RUE DE LA VICTOIRE TRELAZE 49800 France,47.44279,-0.50087,0.81
96,24/01/2022,Vente,285000.0,0,Maison,106.0,5.0,179.0,7 RUE CLEMENT JANNEQUIN ANGERS 49000 France,47.451489,-0.55216,0.8
97,14/01/2022,Vente,590000.0,0,Maison,189.0,7.0,778.0,5 RUE CLOUET PERRUCHES ANGERS 49000 France,47.444976,-0.570891,0.65
98,07/01/2022,Vente,887000.0,0,Local industriel. commercial ou assimilé,6.0,0.0,582.0,15 RUE CHATEAUBRIAND ANGERS 49000 France,47.455311,-0.539285,0.81
99,07/01/2022,Vente,887000.0,0,Maison,181.0,7.0,582.0,15 RUE CHATEAUBRIAND ANGERS 49000 France,47.455311,-0.539285,0.81
100,20/01/2022,Vente,245000.0,0,Maison,99.0,4.0,227.0,106 RUE FRANCOIS MAURIAC TRELAZE 49800 France,47.45703,-0.476543,0.82
101,20/01/2022,Vente,212000.0,0,Maison,66.0,4.0,167.0,5 COUR DE LA CROIX BLANCHE ANGERS 49100 France,47.479603,-0.518093,0.83
102,31/01/2022,Vente,162500.0,0,Maison,76.0,4.0,106.0,16 ALL DES DOLANTINES VERRIERES-EN-ANJOU 49112 France,47.523985,-0.442807,0.68
103,31/01/2022,Vente,379000.0,0,Maison,115.0,5.0,488.0,4 RUE BRUANT DES ROSEAUX LOIRE-AUTHION 49800 France,47.461838,-0.383978,0.83
104,28/01/2022,Vente,291550.0,0,Maison,100.0,4.0,386.0,32 RUE VICTOR HUGO VERRIERES-EN-ANJOU 49480 France,47.523302,-0.466528,0.83
105,05/01/2022,Vente,160000.0,0,Maison,55.0,1.0,175.0,1 RUE ST JEAN DE L ISLE BRISSAC LOIRE AUBANCE 49250 France,47.397547,-0.314863,0.71
106,04/02/2022,Vente,650000.0,0,Local industriel. commercial ou assimilé,700.0,0.0,1863.0,25 RUE EDMOND CANNELLE LES PONTS DE CE 49130 France,47.434793,-0.504718,0.83
107,10/01/2022,Vente,295000.0,0,Maison,131.0,4.0,400.0,2 RUE DU BOIS DE SAINT JEAN LES GARENNES SUR LOIRE 49320 France,47.36064,-0.450183,0.53
108,27/01/2022,Vente,280000.0,0,Local industriel. commercial ou assimilé,130.0,0.0,147.0,289 AV PASTEUR ANGERS 49100 France,47.481564,-0.523504,0.67
109,27/01/2022,Vente,355000.0,0,Maison,109.0,5.0,692.0,11 RTE DE ST MELAINE LES GARENNES SUR LOIRE 49610 France,47.385249,-0.494921,0.72
110,28/01/2022,Vente,415000.0,0,Maison,174.0,7.0,696.0,4 RUE DU VIEUX BOURG LES GARENNES SUR LOIRE 49320 France,47.36064,-0.450183,0.56
111,31/01/2022,Vente,357000.0,0,Maison,100.0,4.0,783.0,7 RUE DE LA VIEILLE TOUR BRIOLLAY 49125 France,47.572289,-0.487194,0.81
112,31/01/2022,Vente,175000.0,0,Maison,85.0,4.0,297.0,2 RUE MARCEL GROSBOIS SARRIGNE 49800 France,47.503577,-0.376392,0.8
113,28/01/2022,Vente,263100.0,0,Maison,106.0,7.0,944.0,12 CHE DU MOULIN NEUF LES GARENNES SUR LOIRE 49320 France,47.363347,-0.47383,0.54
114,12/01/2022,Vente,300000.0,0,Maison,90.0,5.0,563.0,7 SQ HENRI CORMEAU ANGERS 49100 France,47.480849,-0.518478,0.69
115,20/01/2022,Vente,330000.0,0,Maison,133.0,6.0,612.0,9 RTE DU PIGEON D'OR LOIRE-AUTHION 49800 France,47.468675,-0.39097,0.76
116,17/01/2022,Vente,145000.0,0,Maison,49.0,3.0,60.0,5 IMP BELLEVUE MURS-ERIGNE 49610 France,47.39671,-0.537183,0.71
117,19/01/2022,Vente,272190.0,0,Maison,85.0,4.0,435.0,2 RUE DES VERGERS FLEURIS BRISSAC LOIRE AUBANCE 49320 France,47.391795,-0.429452,0.85
118,01/02/2022,Vente,295000.0,0,Maison,127.0,5.0,882.0,13 CHE DES FOUSSEAUX VERRIERES-EN-ANJOU 49480 France,47.515385,-0.467343,0.76
119,01/02/2022,Vente,295000.0,0,Maison,127.0,5.0,344.0,13 CHE DES FOUSSEAUX VERRIERES-EN-ANJOU 49480 France,47.515385,-0.467343,0.76
120,03/02/2022,Vente,210000.0,0,Maison,78.0,2.0,537.0,3 CHE DE L'AUDINAIS RIVES-DU-LOIR-EN-ANJOU 49140 France,47.552273,-0.428565,0.77
121,27/01/2022,Vente,175000.0,0,Maison,62.0,3.0,195.0,60 RUE HENRI BERGSON TRELAZE 49800 France,47.459118,-0.477703,0.81
122,31/01/2022,Vente,600000.0,0,Maison,110.0,4.0,154.0,68 RUE JEAN DE LA FONTAINE ANGERS 49000 France,47.459544,-0.550756,0.84
123,14/01/2022,Vente,380000.0,0,Maison,116.0,5.0,540.0,6 CHE DES FOUGERAIES LES GARENNES SUR LOIRE 49610 France,47.400543,-0.49897,0.77
124,24/01/2022,Vente,397500.0,0,Maison,125.0,6.0,937.0,11 RUE AMIRAL BARJOT ANGERS 49100 France,47.488289,-0.530675,0.72
125,27/01/2022,Vente,453000.0,0,Maison,118.0,4.0,253.0,12 RUE DES FOURS A CHAUX ANGERS 49100 France,47.483888,-0.540988,0.83
126,21/01/2022,Vente,480000.0,0,Maison,170.0,5.0,476.0,20 RUE DE LA MORELLERIE SAINT-BARTHELEMY-D ANJOU 49124 France,47.484366,-0.481803,0.85
127,14/01/2022,Vente,200000.0,0,Maison,66.0,4.0,373.0,68 RUE DE VILLESICARD ANGERS 49000 France,47.450529,-0.532119,0.82
128,21/01/2022,Vente,200000.0,0,Maison,81.0,3.0,250.0,40 RUE LOUIS MONTERNAULT TRELAZE 49800 France,47.443757,-0.492659,0.82
129,08/02/2022,Vente,234650.0,0,Maison,65.0,2.0,304.0,31 RUE DES FRESNAIES TRELAZE 49800 France,47.44687,-0.503221,0.81
130,25/01/2022,Vente,420000.0,0,Maison,150.0,6.0,1000.0,21 RTE DU CLOS DU VAU RIVES-DU-LOIR-EN-ANJOU 49140 France,47.576721,-0.464598,0.79
131,25/01/2022,Vente,420000.0,0,Maison,150.0,6.0,4675.0,21 RTE DU CLOS DU VAU RIVES-DU-LOIR-EN-ANJOU 49140 France,47.576721,-0.464598,0.79
132,07/02/2022,Vente,420000.0,0,Maison,118.0,4.0,1583.0,11 RUE DE MONGAZON SAINT-BARTHELEMY-D ANJOU 49124 France,47.483723,-0.483438,0.84
133,07/02/2022,Vente,420000.0,0,Maison,118.0,4.0,500.0,11 RUE DE MONGAZON SAINT-BARTHELEMY-D ANJOU 49124 France,47.483723,-0.483438,0.84
134,31/01/2022,Vente,236650.0,0,Maison,110.0,4.0,202.0,46 RUE ANATOLE FRANCE TRELAZE 49800 France,47.456403,-0.47648,0.81
135,07/02/2022,Vente,410000.0,0,Maison,101.0,6.0,327.0,101 RUE ADRIEN RECOUVREUR ANGERS 49000 France,47.4509,-0.560238,0.83
136,08/02/2022,Vente,257400.0,0,Maison,78.0,2.0,621.0,1 RUE DES SERRES MURS-ERIGNE 49610 France,47.40193,-0.522557,0.8
137,10/02/2022,Vente,370000.0,0,Maison,145.0,4.0,215.0,22 RUE DES ROSERAIES ANGERS 49000 France,47.463472,-0.533937,0.81
138,27/01/2022,Vente,305263.0,0,Maison,97.0,5.0,1466.0,1   LA RUE DES BOIS VERRIERES-EN-ANJOU 49112 France,47.522379,-0.446997,0.5
139,27/01/2022,Vente,305263.0,0,Maison,97.0,5.0,500.0,1   LA RUE DES BOIS VERRIERES-EN-ANJOU 49112 France,47.522379,-0.446997,0.5
140,10/02/2022,Vente,250000.0,0,Maison,88.0,5.0,995.0,33 RUE DE PORTE BISE TIERCE 49125 France,47.623012,-0.469842,0.79
141,31/01/2022,Vente,215000.0,0,Maison,86.0,4.0,270.0,19 RUE DES LAURIERS LOIRE-AUTHION 49800 France,47.445659,-0.415559,0.82
142,07/02/2022,Vente,330000.0,0,Maison,103.0,5.0,557.0,275   GRAND CLAYE MURS-ERIGNE 49610 France,47.387116,-0.535206,0.8
143,02/02/2022,Vente,370000.0,0,Maison,66.0,3.0,770.0,29 AV JEAN BOUTTON LES PONTS DE CE 49130 France,47.43871,-0.507822,0.77
144,27/01/2022,Vente,285000.0,0,Maison,100.0,4.0,571.0,13 CHE DES CHASSEURS MURS-ERIGNE 49610 France,47.395887,-0.539471,0.73
145,27/01/2022,Vente,320000.0,0,Maison,133.0,6.0,276.0,13 SQ DE L'ABBE FRANCOIS JOLLEC TRELAZE 49800 France,47.446658,-0.46379,0.78
146,28/01/2022,Vente,258000.0,0,Maison,120.0,5.0,309.0,91 RUE RAYMOND LEFEVRE TRELAZE 49800 France,47.44475,-0.487882,0.82
147,03/02/2022,Vente,625000.0,0,Maison,192.0,7.0,629.0,108 RUE DE LA CHALOUERE ANGERS 49100 France,47.482361,-0.535652,0.83
148,08/02/2022,Vente,475000.0,0,Maison,87.0,5.0,129.0,8 RUE EMILE ZOLA ANGERS 49100 France,47.47597,-0.540594,0.79
149,11/02/2022,Vente,287000.0,0,Maison,68.0,3.0,605.0,20 CHEM DES DIMETIERES PLESSIS-GRAMMOIRE (LE) 49124 France,47.501444,-0.437169,0.78
150,11/02/2022,Vente,287000.0,0,Maison,68.0,3.0,500.0,20 CHEM DES DIMETIERES PLESSIS-GRAMMOIRE (LE) 49124 France,47.501444,-0.437169,0.78
151,14/02/2022,Vente,180000.0,0,Maison,60.0,3.0,479.0,14 RUE DES CORDELLES SAINT-BARTHELEMY-D ANJOU 49124 France,47.466366,-0.510654,0.85
152,20/01/2022,Vente,320000.0,0,Maison,116.0,4.0,502.0,4 RUE JULES DESBOIS VERRIERES-EN-ANJOU 49480 France,47.52644,-0.46192,0.83
153,02/02/2022,Vente,220000.0,0,Maison,80.0,5.0,994.0,4 IMP DES ROSES VERRIERES-EN-ANJOU 49112 France,47.524691,-0.436685,0.58
154,27/01/2022,Vente,150000.0,0,Maison,64.0,4.0,799.0,65 RUE DU GENERAL DE GAULLE RIVES-DU-LOIR-EN-ANJOU 49140 France,47.560667,-0.427445,0.86
155,26/01/2022,Vente,220000.0,0,Maison,90.0,5.0,452.0,2 RUE DE LONGCHAMPS ECOUFLANT 49000 France,47.493036,-0.514437,0.74
156,11/02/2022,Vente,340000.0,0,Maison,191.0,6.0,859.0,22 RUE DU PAS GAUTIER LOIRE-AUTHION 49800 France,47.472688,-0.409748,0.83
157,11/02/2022,Vente,315000.0,0,Maison,110.0,4.0,587.0,20 RUE DE GALERNE PLESSIS-GRAMMOIRE (LE) 49124 France,47.497207,-0.422126,0.83
158,24/01/2022,Vente,140000.0,0,Local industriel. commercial ou assimilé,350.0,0.0,1225.0,320 CHE DE BERNAY STE GEMMES SUR LOIRE 49130 France,47.426522,-0.591967,0.62
159,15/02/2022,Vente,268000.0,0,Maison,123.0,6.0,585.0,5 RUE SAINTE ANNE TIERCE 49125 France,47.613312,-0.465871,0.78
160,31/01/2022,Vente,430000.0,0,Maison,101.0,4.0,291.0,142 RUE DES PONTS DE CE ANGERS 49000 France,47.448266,-0.536777,0.83
161,31/01/2022,Vente,430000.0,0,Local industriel. commercial ou assimilé,1052.0,0.0,291.0,142 RUE DES PONTS DE CE ANGERS 49000 France,47.448266,-0.536777,0.83
162,21/01/2022,Vente,265000.0,0,Maison,64.0,4.0,262.0,48 RUE GEORGES CROUZIL ANGERS 49000 France,47.456455,-0.518473,0.67
