,Date mutation,Nature mutation,Valeur fonciere,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain,Adresse
43,14/01/2022,Vente,"273000,00",0,Maison,110.0,5.0,421.0,19 RUE LOUIS ARMSTRONG TRELAZE 49800 France
44,19/01/2022,Vente,"240000,00",0,Maison,110.0,5.0,623.0,5 RUE DES ACACIAS BRIOLLAY 49125 France
45,14/01/2022,Vente,"590000,00",1,Local industriel. commercial ou assimilé,588.0,0.0,388.0,28 RUE DES ORMEAUX ANGERS 49100 France
46,19/01/2022,Vente,"150000,00",0,Maison,63.0,3.0,488.0,27 RTE DE CHEFFES TIERCE 49125 France
47,20/01/2022,Vente,"211000,00",0,Maison,92.0,6.0,367.0,20 RUE MAURICE RAVEL TIERCE 49125 France
48,12/01/2022,Vente,"400000,00",0,Maison,165.0,7.0,2000.0,38 RUE DE CHEMAN BLAISON-SAINT-SULPICE 49320 France
49,12/01/2022,Vente,"400000,00",0,Maison,165.0,7.0,537.0,38 RUE DE CHEMAN BLAISON-SAINT-SULPICE 49320 France
50,14/01/2022,Vente,"470000,00",0,Maison,137.0,5.0,459.0,32 RUE DES VIEILLES CARRIERES ANGERS 49000 France
51,20/01/2022,Vente,"612268,00",0,Maison,155.0,4.0,116.0,20 RUE AUGUSTE FONTENEAU ANGERS 49000 France
52,11/01/2022,Vente,"285000,00",0,Maison,93.0,4.0,815.0,22 RUE DES BUISSONS BELLES LOIRE-AUTHION 49800 France
53,11/01/2022,Vente,"285000,00",0,Maison,93.0,4.0,600.0,22 RUE DES BUISSONS BELLES LOIRE-AUTHION 49800 France
54,03/01/2022,Vente,"590000,00",0,Maison,190.0,5.0,290.0,26 RUE WALDECK ROUSSEAU LES PONTS DE CE 49130 France
55,26/01/2022,Vente,"210000,00",0,Maison,101.0,4.0,758.0,12 SQ DU GRAND PRESSOIR BRIOLLAY 49125 France
56,25/01/2022,Vente,"225000,00",0,Maison,84.0,4.0,294.0,24 RUE YOLANDE GRIGNON SAINT-BARTHELEMY-D ANJOU 49124 France
57,13/01/2022,Vente,"317000,00",0,Maison,105.0,5.0,421.0,7 RUE DES DAHLIAS ANGERS 49100 France
58,10/01/2022,Vente,"200500,00",0,Maison,60.0,3.0,584.0,7 RUE DU SOLEIL LEVANT RIVES-DU-LOIR-EN-ANJOU 49140 France
59,10/01/2022,Vente,"200500,00",0,Maison,60.0,3.0,691.0,7 RUE DU SOLEIL LEVANT RIVES-DU-LOIR-EN-ANJOU 49140 France
60,26/01/2022,Vente,"76000,00",0,Maison,61.0,3.0,75.0,4 RUE DES COUASMES CHEFFES 49125 France
61,07/01/2022,Vente,"277500,00",0,Maison,109.0,5.0,974.0,46 RUE ARMAND BROUSSE SAINT-MELAINE-SUR-AUBANCE 49610 France
62,17/01/2022,Vente,"346000,00",0,Maison,112.0,4.0,834.0,41 RUE DU BAS CHEMIN LOIRE-AUTHION 49800 France
63,24/01/2022,Vente,"325000,00",0,Maison,100.0,6.0,1242.0,54 CHE DES BOUVETTERIES RIVES-DU-LOIR-EN-ANJOU 49140 France
64,24/01/2022,Vente,"325000,00",0,Maison,100.0,6.0,1006.0,54 CHE DES BOUVETTERIES RIVES-DU-LOIR-EN-ANJOU 49140 France
65,27/01/2022,Vente,"353500,00",0,Maison,90.0,4.0,354.0,19 RUE RONSARD ANGERS 49100 France
66,25/01/2022,Vente,"180000,00",0,Maison,74.0,5.0,1177.0,131 CHE DE LA CHAPELLE DU CHENE RIVES-DU-LOIR-EN-ANJOU 49140 France
67,25/01/2022,Vente,"180000,00",0,Maison,74.0,5.0,603.0,131 CHE DE LA CHAPELLE DU CHENE RIVES-DU-LOIR-EN-ANJOU 49140 France
68,06/01/2022,Vente,"445000,00",0,Maison,171.0,6.0,993.0,2 CHE DES FRECHES LES GARENNES SUR LOIRE 49610 France
69,31/01/2022,Vente,"217000,00",0,Maison,69.0,3.0,210.0,15 SQ DU COMMANDANT COUSTEAU ANGERS 49000 France
70,20/01/2022,Vente,"475500,00",0,Maison,167.0,5.0,500.0,75 RUE PIERRE PILARD TRELAZE 49800 France
71,27/01/2022,Vente,"520000,00",0,Maison,166.0,5.0,702.0,20 RUE DE LA FRAGONELLE STE GEMMES SUR LOIRE 49130 France
72,28/01/2022,Vente,"220189,00",0,Maison,65.0,3.0,86.0,32 RUE PIERRE PILARD TRELAZE 49800 France
73,05/01/2022,Vente,"215000,00",0,Maison,100.0,3.0,621.0,5191 RLE DES POTS VERRIERES-EN-ANJOU 49480 France
74,07/01/2022,Vente,"201000,00",0,Appartement,74.0,4.0,400.0,42 RUE VOLNEY ANGERS 49000 France
75,07/01/2022,Vente,"201000,00",0,Appartement,44.0,2.0,400.0,42 RUE VOLNEY ANGERS 49000 France
76,07/01/2022,Vente,"201000,00",0,Appartement,36.0,2.0,400.0,42 RUE VOLNEY ANGERS 49000 France
77,07/01/2022,Vente,"201000,00",0,Appartement,32.0,1.0,400.0,42 RUE VOLNEY ANGERS 49000 France
78,07/01/2022,Vente,"201000,00",0,Appartement,36.0,2.0,400.0,42 RUE VOLNEY ANGERS 49000 France
79,07/01/2022,Vente,"201000,00",0,Appartement,12.0,1.0,400.0,42 RUE VOLNEY ANGERS 49000 France
80,07/01/2022,Vente,"201000,00",0,Local industriel. commercial ou assimilé,61.0,0.0,400.0,42 RUE VOLNEY ANGERS 49000 France
81,14/01/2022,Vente,"186500,00",0,Maison,92.0,5.0,377.0,4 RUE MARCEL GROSBOIS SARRIGNE 49800 France
82,31/01/2022,Vente,"215000,00",0,Maison,112.0,5.0,701.0,5 CHE DE PASSE TEMPS BRIOLLAY 49125 France
83,11/01/2022,Vente,"575000,00",0,Maison,170.0,6.0,420.0,14 RUE DAVID D ANGERS LES PONTS DE CE 49130 France
84,05/01/2022,Vente,"271000,00",0,Maison,99.0,5.0,297.0,187 RUE DU DOC GUICHARD ANGERS 49000 France
85,24/01/2022,Vente,"380000,00",0,Local industriel. commercial ou assimilé,12.0,0.0,546.0,23 RTE DE GAGNEBERT LES GARENNES SUR LOIRE 49610 France
86,24/01/2022,Vente,"380000,00",0,Maison,205.0,4.0,800.0,23 RTE DE GAGNEBERT LES GARENNES SUR LOIRE 49610 France
87,24/01/2022,Vente,"380000,00",0,Local industriel. commercial ou assimilé,12.0,0.0,800.0,23 RTE DE GAGNEBERT LES GARENNES SUR LOIRE 49610 France
88,24/01/2022,Vente,"380000,00",0,Maison,205.0,4.0,546.0,23 RTE DE GAGNEBERT LES GARENNES SUR LOIRE 49610 France
89,27/01/2022,Vente,"299400,00",0,Maison,97.0,4.0,472.0,18 RUE DES POIS DE SENTEUR LOIRE-AUTHION 49800 France
90,13/01/2022,Vente,"275000,00",0,Maison,95.0,5.0,532.0,14 RUE LOUIS ARMSTRONG TRELAZE 49800 France
91,28/01/2022,Vente,"515000,00",0,Maison,171.0,7.0,1023.0,5 RUE DES MEUNIERS PLESSIS-GRAMMOIRE (LE) 49124 France
92,28/01/2022,Vente,"515000,00",0,Maison,171.0,7.0,500.0,5 RUE DES MEUNIERS PLESSIS-GRAMMOIRE (LE) 49124 France
93,06/01/2022,Vente,"360000,00",0,Maison,120.0,5.0,223.0,19 RUE RENE RABAULT ANGERS 49100 France
94,14/01/2022,Vente,"374000,00",0,Maison,146.0,5.0,168.0,38 RUE HAUTE DE BEAUMANOIR TRELAZE 49800 France
95,31/01/2022,Vente,"210000,00",0,Maison,109.0,4.0,408.0,36 RUE DE LA VICTOIRE TRELAZE 49800 France
96,24/01/2022,Vente,"285000,00",0,Maison,106.0,5.0,179.0,7 RUE CLEMENT JANNEQUIN ANGERS 49000 France
97,14/01/2022,Vente,"590000,00",0,Maison,189.0,7.0,778.0,5 RUE CLOUET PERRUCHES ANGERS 49000 France
98,07/01/2022,Vente,"887000,00",0,Local industriel. commercial ou assimilé,6.0,0.0,582.0,15 RUE CHATEAUBRIAND ANGERS 49000 France
99,07/01/2022,Vente,"887000,00",0,Maison,181.0,7.0,582.0,15 RUE CHATEAUBRIAND ANGERS 49000 France
100,20/01/2022,Vente,"245000,00",0,Maison,99.0,4.0,227.0,106 RUE FRANCOIS MAURIAC TRELAZE 49800 France
101,20/01/2022,Vente,"212000,00",0,Maison,66.0,4.0,167.0,5 COUR DE LA CROIX BLANCHE ANGERS 49100 France
102,31/01/2022,Vente,"162500,00",0,Maison,76.0,4.0,106.0,16 ALL DES DOLANTINES VERRIERES-EN-ANJOU 49112 France
103,31/01/2022,Vente,"379000,00",0,Maison,115.0,5.0,488.0,4 RUE BRUANT DES ROSEAUX LOIRE-AUTHION 49800 France
104,28/01/2022,Vente,"291550,00",0,Maison,100.0,4.0,386.0,32 RUE VICTOR HUGO VERRIERES-EN-ANJOU 49480 France
105,05/01/2022,Vente,"160000,00",0,Maison,55.0,1.0,175.0,1 RUE ST JEAN DE L ISLE BRISSAC LOIRE AUBANCE 49250 France
106,04/02/2022,Vente,"650000,00",0,Local industriel. commercial ou assimilé,700.0,0.0,1863.0,25 RUE EDMOND CANNELLE LES PONTS DE CE 49130 France
107,10/01/2022,Vente,"295000,00",0,Maison,131.0,4.0,400.0,2 RUE DU BOIS DE SAINT JEAN LES GARENNES SUR LOIRE 49320 France
108,27/01/2022,Vente,"280000,00",0,Local industriel. commercial ou assimilé,130.0,0.0,147.0,289 AV PASTEUR ANGERS 49100 France
109,27/01/2022,Vente,"355000,00",0,Maison,109.0,5.0,692.0,11 RTE DE ST MELAINE LES GARENNES SUR LOIRE 49610 France
110,28/01/2022,Vente,"415000,00",0,Maison,174.0,7.0,696.0,4 RUE DU VIEUX BOURG LES GARENNES SUR LOIRE 49320 France
111,31/01/2022,Vente,"357000,00",0,Maison,100.0,4.0,783.0,7 RUE DE LA VIEILLE TOUR BRIOLLAY 49125 France
112,31/01/2022,Vente,"175000,00",0,Maison,85.0,4.0,297.0,2 RUE MARCEL GROSBOIS SARRIGNE 49800 France
113,28/01/2022,Vente,"263100,00",0,Maison,106.0,7.0,944.0,12 CHE DU MOULIN NEUF LES GARENNES SUR LOIRE 49320 France
114,12/01/2022,Vente,"300000,00",0,Maison,90.0,5.0,563.0,7 SQ HENRI CORMEAU ANGERS 49100 France
115,20/01/2022,Vente,"330000,00",0,Maison,133.0,6.0,612.0,9 RTE DU PIGEON D'OR LOIRE-AUTHION 49800 France
116,17/01/2022,Vente,"145000,00",0,Maison,49.0,3.0,60.0,5 IMP BELLEVUE MURS-ERIGNE 49610 France
117,19/01/2022,Vente,"272190,00",0,Maison,85.0,4.0,435.0,2 RUE DES VERGERS FLEURIS BRISSAC LOIRE AUBANCE 49320 France
118,01/02/2022,Vente,"295000,00",0,Maison,127.0,5.0,882.0,13 CHE DES FOUSSEAUX VERRIERES-EN-ANJOU 49480 France
119,01/02/2022,Vente,"295000,00",0,Maison,127.0,5.0,344.0,13 CHE DES FOUSSEAUX VERRIERES-EN-ANJOU 49480 France
120,03/02/2022,Vente,"210000,00",0,Maison,78.0,2.0,537.0,3 CHE DE L'AUDINAIS RIVES-DU-LOIR-EN-ANJOU 49140 France
121,27/01/2022,Vente,"175000,00",0,Maison,62.0,3.0,195.0,60 RUE HENRI BERGSON TRELAZE 49800 France
122,31/01/2022,Vente,"600000,00",0,Maison,110.0,4.0,154.0,68 RUE JEAN DE LA FONTAINE ANGERS 49000 France
123,14/01/2022,Vente,"380000,00",0,Maison,116.0,5.0,540.0,6 CHE DES FOUGERAIES LES GARENNES SUR LOIRE 49610 France
124,24/01/2022,Vente,"397500,00",0,Maison,125.0,6.0,937.0,11 RUE AMIRAL BARJOT ANGERS 49100 France
125,27/01/2022,Vente,"453000,00",0,Maison,118.0,4.0,253.0,12 RUE DES FOURS A CHAUX ANGERS 49100 France
126,21/01/2022,Vente,"480000,00",0,Maison,170.0,5.0,476.0,20 RUE DE LA MORELLERIE SAINT-BARTHELEMY-D ANJOU 49124 France
127,14/01/2022,Vente,"200000,00",0,Maison,66.0,4.0,373.0,68 RUE DE VILLESICARD ANGERS 49000 France
128,21/01/2022,Vente,"200000,00",0,Maison,81.0,3.0,250.0,40 RUE LOUIS MONTERNAULT TRELAZE 49800 France
129,08/02/2022,Vente,"234650,00",0,Maison,65.0,2.0,304.0,31 RUE DES FRESNAIES TRELAZE 49800 France
130,25/01/2022,Vente,"420000,00",0,Maison,150.0,6.0,1000.0,21 RTE DU CLOS DU VAU RIVES-DU-LOIR-EN-ANJOU 49140 France
131,25/01/2022,Vente,"420000,00",0,Maison,150.0,6.0,4675.0,21 RTE DU CLOS DU VAU RIVES-DU-LOIR-EN-ANJOU 49140 France
132,07/02/2022,Vente,"420000,00",0,Maison,118.0,4.0,1583.0,11 RUE DE MONGAZON SAINT-BARTHELEMY-D ANJOU 49124 France
133,07/02/2022,Vente,"420000,00",0,Maison,118.0,4.0,500.0,11 RUE DE MONGAZON SAINT-BARTHELEMY-D ANJOU 49124 France
134,31/01/2022,Vente,"236650,00",0,Maison,110.0,4.0,202.0,46 RUE ANATOLE FRANCE TRELAZE 49800 France
135,07/02/2022,Vente,"410000,00",0,Maison,101.0,6.0,327.0,101 RUE ADRIEN RECOUVREUR ANGERS 49000 France
136,08/02/2022,Vente,"257400,00",0,Maison,78.0,2.0,621.0,1 RUE DES SERRES MURS-ERIGNE 49610 France
137,10/02/2022,Vente,"370000,00",0,Maison,145.0,4.0,215.0,22 RUE DES ROSERAIES ANGERS 49000 France
138,27/01/2022,Vente,"305263,00",0,Maison,97.0,5.0,1466.0,1   LA RUE DES BOIS VERRIERES-EN-ANJOU 49112 France
139,27/01/2022,Vente,"305263,00",0,Maison,97.0,5.0,500.0,1   LA RUE DES BOIS VERRIERES-EN-ANJOU 49112 France
140,10/02/2022,Vente,"250000,00",0,Maison,88.0,5.0,995.0,33 RUE DE PORTE BISE TIERCE 49125 France
141,31/01/2022,Vente,"215000,00",0,Maison,86.0,4.0,270.0,19 RUE DES LAURIERS LOIRE-AUTHION 49800 France
142,07/02/2022,Vente,"330000,00",0,Maison,103.0,5.0,557.0,275   GRAND CLAYE MURS-ERIGNE 49610 France
143,02/02/2022,Vente,"370000,00",0,Maison,66.0,3.0,770.0,29 AV JEAN BOUTTON LES PONTS DE CE 49130 France
144,27/01/2022,Vente,"285000,00",0,Maison,100.0,4.0,571.0,13 CHE DES CHASSEURS MURS-ERIGNE 49610 France
145,27/01/2022,Vente,"320000,00",0,Maison,133.0,6.0,276.0,13 SQ DE L'ABBE FRANCOIS JOLLEC TRELAZE 49800 France
146,28/01/2022,Vente,"258000,00",0,Maison,120.0,5.0,309.0,91 RUE RAYMOND LEFEVRE TRELAZE 49800 France
147,03/02/2022,Vente,"625000,00",0,Maison,192.0,7.0,629.0,108 RUE DE LA CHALOUERE ANGERS 49100 France
148,08/02/2022,Vente,"475000,00",0,Maison,87.0,5.0,129.0,8 RUE EMILE ZOLA ANGERS 49100 France
149,11/02/2022,Vente,"287000,00",0,Maison,68.0,3.0,605.0,20 CHEM DES DIMETIERES PLESSIS-GRAMMOIRE (LE) 49124 France
150,11/02/2022,Vente,"287000,00",0,Maison,68.0,3.0,500.0,20 CHEM DES DIMETIERES PLESSIS-GRAMMOIRE (LE) 49124 France
151,14/02/2022,Vente,"180000,00",0,Maison,60.0,3.0,479.0,14 RUE DES CORDELLES SAINT-BARTHELEMY-D ANJOU 49124 France
152,20/01/2022,Vente,"320000,00",0,Maison,116.0,4.0,502.0,4 RUE JULES DESBOIS VERRIERES-EN-ANJOU 49480 France
153,02/02/2022,Vente,"220000,00",0,Maison,80.0,5.0,994.0,4 IMP DES ROSES VERRIERES-EN-ANJOU 49112 France
154,27/01/2022,Vente,"150000,00",0,Maison,64.0,4.0,799.0,65 RUE DU GENERAL DE GAULLE RIVES-DU-LOIR-EN-ANJOU 49140 France
155,26/01/2022,Vente,"220000,00",0,Maison,90.0,5.0,452.0,2 RUE DE LONGCHAMPS ECOUFLANT 49000 France
156,11/02/2022,Vente,"340000,00",0,Maison,191.0,6.0,859.0,22 RUE DU PAS GAUTIER LOIRE-AUTHION 49800 France
157,11/02/2022,Vente,"315000,00",0,Maison,110.0,4.0,587.0,20 RUE DE GALERNE PLESSIS-GRAMMOIRE (LE) 49124 France
158,24/01/2022,Vente,"140000,00",0,Local industriel. commercial ou assimilé,350.0,0.0,1225.0,320 CHE DE BERNAY STE GEMMES SUR LOIRE 49130 France
159,15/02/2022,Vente,"268000,00",0,Maison,123.0,6.0,585.0,5 RUE SAINTE ANNE TIERCE 49125 France
160,31/01/2022,Vente,"430000,00",0,Maison,101.0,4.0,291.0,142 RUE DES PONTS DE CE ANGERS 49000 France
161,31/01/2022,Vente,"430000,00",0,Local industriel. commercial ou assimilé,1052.0,0.0,291.0,142 RUE DES PONTS DE CE ANGERS 49000 France
162,21/01/2022,Vente,"265000,00",0,Maison,64.0,4.0,262.0,48 RUE GEORGES CROUZIL ANGERS 49000 France
163,14/02/2022,Vente,"240000,00",0,Maison,87.0,4.0,310.0,3 SQ DES QUATRE PRESSOIRS LES GARENNES SUR LOIRE 49320 France
164,11/02/2022,Vente,"218000,00",0,Maison,74.0,4.0,526.0,18 CHE DE L ENCLOSE RIVES-DU-LOIR-EN-ANJOU 49140 France
165,11/02/2022,Vente,"218000,00",0,Maison,74.0,4.0,604.0,18 CHE DE L ENCLOSE RIVES-DU-LOIR-EN-ANJOU 49140 France
166,31/01/2022,Vente,"703816,00",0,Maison,105.0,4.0,271.0,58 RUE DU DOC GUICHARD ANGERS 49000 France
167,31/01/2022,Vente,"703816,00",0,Appartement,42.0,2.0,136.0,60 RUE DU DOC GUICHARD ANGERS 49000 France
168,11/02/2022,Vente,"650000,00",0,Maison,269.0,7.0,800.0,24 CHE DE LA GUICHARDIERE BRIOLLAY 49125 France
169,11/02/2022,Vente,"650000,00",0,Maison,269.0,7.0,1001.0,24 CHE DE LA GUICHARDIERE BRIOLLAY 49125 France
170,21/02/2022,Vente,"393000,00",0,Maison,148.0,8.0,344.0,13 RUE DU CLOS DU PLESSIS LES PONTS DE CE 49130 France
171,17/02/2022,Vente,"575000,00",0,Maison,193.0,5.0,100.0,9 RUE LOUIS RABINEAU MURS-ERIGNE 49610 France
172,17/02/2022,Vente,"575000,00",0,Maison,193.0,5.0,317.0,9 RUE LOUIS RABINEAU MURS-ERIGNE 49610 France
173,08/02/2022,Vente,"212000,00",0,Maison,78.0,4.0,117.0,107 RUE PIERRE PILARD TRELAZE 49800 France
174,28/01/2022,Vente,"650000,00",0,Maison,153.0,7.0,197.0,18 RUE GUILLIER DE LA TOUCHE ANGERS 49100 France
175,03/02/2022,Vente,"285000,00",0,Maison,90.0,5.0,242.0,13 RUE DE GERICAULT ANGERS 49000 France
176,17/02/2022,Vente,"280000,00",0,Maison,108.0,6.0,447.0,402 RTE DE LA FERRANDERIE LOIRE-AUTHION 49800 France
177,17/02/2022,Vente,"280000,00",0,Maison,108.0,6.0,833.0,402 RTE DE LA FERRANDERIE LOIRE-AUTHION 49800 France
178,01/02/2022,Vente,"550000,00",0,Maison,170.0,7.0,155.0,13 RUE CHANOINE COL PANAGET ANGERS 49000 France
179,21/02/2022,Vente,"220000,00",0,Maison,87.0,4.0,465.0,13 RUE DU PORT LAUNAY ECOUFLANT 49000 France
180,24/01/2022,Vente,"250000,00",0,Maison,44.0,2.0,203.0,33 RUE VICTOR HUGO ANGERS 49100 France
181,11/02/2022,Vente,"363000,00",0,Maison,138.0,5.0,243.0,3 IMP DES CORDELLES SAINT-BARTHELEMY-D ANJOU 49124 France
182,14/02/2022,Vente,"316500,00",0,Maison,128.0,5.0,797.0,10 RUE ANTOINE BOURDELLE SAINT-BARTHELEMY-D ANJOU 49124 France
183,14/02/2022,Vente,"240000,00",0,Maison,86.0,4.0,909.0,16 CHEM DE LA PLANCHE D ANDARD LOIRE-AUTHION 49800 France
184,25/01/2022,Vente,"245000,00",0,Maison,98.0,3.0,711.0,8 SQ DE LA TRESORERIE VERRIERES-EN-ANJOU 49480 France
185,13/01/2022,Vente,"125000,00",0,Maison,42.0,1.0,242.0,14 RUE LOUIS RABINEAU MURS-ERIGNE 49610 France
186,04/02/2022,Vente,"210000,00",0,Maison,79.0,4.0,277.0,5 RUE DES MEJUTEAUX LOIRE-AUTHION 49800 France
187,31/01/2022,Vente,"190000,00",0,Maison,75.0,3.0,450.0,92 BD EUGENE CHAUMIN ANGERS 49000 France
188,25/01/2022,Vente,"440000,00",0,Maison,124.0,5.0,272.0,30 RUE DU CDT BOURGEOIS LES PONTS DE CE 49130 France
189,07/02/2022,Vente,"289000,00",0,Maison,63.0,3.0,115.0,45 RUE PIERRE CURIE ANGERS 49000 France
190,17/02/2022,Vente,"385000,00",0,Maison,175.0,4.0,4018.0,52 RUE DU HAUT CHEMIN LOIRE-AUTHION 49800 France
191,17/02/2022,Vente,"385000,00",0,Maison,175.0,4.0,1646.0,52 RUE DU HAUT CHEMIN LOIRE-AUTHION 49800 France
192,04/02/2022,Vente,"1972495,50",0,Local industriel. commercial ou assimilé,7135.0,0.0,9948.0,1 BD LEO LAGRANGE LES PONTS DE CE 49130 France
193,04/02/2022,Vente,"1972495,50",0,Local industriel. commercial ou assimilé,1800.0,0.0,9948.0,1 BD LEO LAGRANGE LES PONTS DE CE 49130 France
194,04/02/2022,Vente,"1972495,50",0,Local industriel. commercial ou assimilé,7135.0,0.0,43031.0,1 BD LEO LAGRANGE LES PONTS DE CE 49130 France
195,04/02/2022,Vente,"1972495,50",0,Local industriel. commercial ou assimilé,118.0,0.0,43031.0,1 BD LEO LAGRANGE LES PONTS DE CE 49130 France
